Date,Open,High,Low,Close,Volume,Adj Close
15-08-2014,97.9,98.19,96.86,97.98,48951000,97.98
18-08-2014,98.49,99.37,97.98,99.16,47572000,99.16
19-08-2014,99.41,100.68,99.32,100.53,69274700,100.53
20-08-2014,100.44,101.09,99.95,100.57,52612800,100.57
21-08-2014,100.57,100.94,100.11,100.58,33421900,100.58
22-08-2014,100.29,101.47,100.19,101.32,44102400,101.32
25-08-2014,101.79,102.17,101.28,101.54,40144700,101.54
26-08-2014,101.42,101.5,100.86,100.89,33119800,100.89
27-08-2014,101.02,102.57,100.7,102.13,46827400,102.13
28-08-2014,101.59,102.78,101.56,102.25,68389800,102.25
29-08-2014,102.86,102.9,102.2,102.5,44567000,102.5
02-09-2014,103.06,103.74,102.72,103.3,53491400,103.3
03-09-2014,103.1,103.2,98.58,98.94,125233100,98.94
04-09-2014,98.85,100.09,97.79,98.12,85594800,98.12
05-09-2014,98.8,99.39,98.31,98.97,58353200,98.97
08-09-2014,99.3,99.31,98.05,98.36,46277800,98.36
09-09-2014,99.08,103.08,96.14,97.99,189560600,97.99
10-09-2014,98.01,101.11,97.76,101,100741900,101
11-09-2014,100.41,101.44,99.62,101.43,62353100,101.43
12-09-2014,101.21,102.19,101.08,101.66,62626100,101.66
15-09-2014,102.81,103.05,101.44,101.63,61216500,101.63
16-09-2014,99.8,101.26,98.89,100.86,66818200,100.86
17-09-2014,101.27,101.8,100.59,101.58,60892400,101.58
18-09-2014,101.93,102.35,101.56,101.79,37023900,101.79
19-09-2014,102.29,102.35,100.5,100.96,70838500,100.96
